language,director,plot,plot_length,sentiment_polarity,sentiment_subjectivity,type_token_ratio,avg_word_length,unique_word_count,pos_noun_ratio,pos_verb_ratio,pos_adj_ratio,entity_count,flesch_kincaid,lda_topic_0,lda_topic_1
American,Harvey Glazer,1986 12yearold justin rocketshoe schumacher played youth alexander calvert breakdancing group funky fresh boyz darnell prince def rock jackson aki chilly chill terasaki hector popcorn jimenez played youths jr messado hanson ng anthony grant respectively ready annual talent show somewhat shy justin crush jennifer played youth alexia fast giving garbage pail kid card exchange smurfette figurine rival obnoxious rich kid kip unger played youth taylor beaumont shows gives expensive necklace justin funky fresh boyz start show parents cheering effort impress jen win contest justin uses dangerous untested headspin maneuver caused flip stage fall coma twenty years later justin jamie kennedy still hospital coma dr frye alan ruck tells desperate parents point little sign justin recover decide pull plug parents say goodbye leave however janitor rolls radio playing song 1986 talent competition rockit herbie hancock jars brain function waking 20year coma result twodecadelong coma justin finds suddenly 31 years old going 32 addition parents bankrupt overdue life support payments jennifer maria menounos become girls dance instructor engaged kip michael rosenbaum kip obnoxious promoter set host breakdance contest broadcast national television grand prize 100000 justin realizes money could help repay parents theyve spent medical bills kip sarcastic still despises justin schemes keep show away jennifer justin difficult time adjusting deteriorated physical condition severe culture shock encounters 20 years nearly arrested child predator recognized mall security guard old friend funky fresh boy darnell miguel núñez jr darnell toy store employee failed inventor frequently slapped around wife explains much changed past 20 years justin reintroducing rest crew aki bobby lee accountant lost old stereotypical asian accent thanks english classes addition aki also trying woo colleague kira clavell claims might 2 chance sleeping professional breakdancer hector aris alvarado meter maid even overweight school despite reluctance return 80s lifestyle agree try retrain faded breakdancing skills help justin initially four terrible skills improve greatly justins help aki studies robosapien toy reclaim mastery robot justin jennifer begin reminiscing old days eventually asks date thinks still harmless crush however help internet practicing hector wearing bra justin learns please woman quite well surprise appearance david hasselhoff allows pair go date kitt knight rider however justin shirt making move kip calls leading jennifer reminded still engaged runs embarrassed rather sour birthday party celebration justin confronted diminutive talented cole jesse brown iced cole crew group hired kip ensure funky fresh boyz dont win contest cole challenges justin danceoff parking lot coles impressive routine along various flashbacks years coma nervous depressed justin vomits cole runs disillusioned compete show rest boyz decide breakdancing homeless man stand kip gloats jennifer psychological victory justin causing finally break dance tournament progresses funky fresh boyz iced cole crew progress individual brackets toward finals jennifer finds justin sulking local bar convinces wants come back compete show justin convinces worried parents alright reciting lyrics theme song diffrent strokes inspirational speech although kip tries prevent dancing jennifer stirs crowd cole letting dance ffb get win justin able successfully complete headspin maneuver 86 kip outraged huge tantrum leading challenging justin last dance however ffb dont give kip fired network knocked man earlier film using word retarded urinated homeless dancer funky fresh boyz win prize money justin marries jen saves parents house epilogue currently teaching use ipod though trouble finding puts cassette tape darnell invented 98 store wife still rather abusive towards hector finds work jennifer lopez impersonator las vegas aki marries coworker yun lavish jewish ceremony increased chances sleeping 3 kip never recovered fully punched judge dancing stars,576,0.051215277777777776,0.43311838624338606,0.7274305555555556,6.008680555555555,419,0.33506044905008636,0.19861830742659758,0.11744386873920552,64,227.9,0.06545770136300517,0.9345422986369949
Bengali,Bappaditya Banerjee,kantatar barbed wire revolves around journey sudha sreelekha mitraa sociopoliticallove drama kantatar centers illegal immigrants search identity effort survive sake search identity moves one man another one religion another sudden threat cross border terrorism entirely changes sociopolitical situation remote village close frontier army rolls town drastic changes take toll interpersonal relationships marred suspicion competition fear sudha takes refuge temporary weather camp outside village develops physical relationship binod sudip mukherjee weather balloonist whose job take note frequent change wind direction soon sudhas identity comes question seen suspect dream secure shelter threatened beautiful engaging film luxuriates story location visual poetry unfettered exploration ongoing conflict borders india bangladesh come together great impact insight brilliant touches satire social comment go show bappaditya bandhopadhay lot say todays india sudhas hard life consists weaving different relationships men dabbling various religions immediate threat attack entirely changes climate remote border village army rolls town interpersonal relationships drastically affected suspicion competition fear start grip villagers sudha takes refuge temporary weather camp outside village binod meteorologist working village becomes fascinated sudha soon begin physical relationship sudhas identity called question seen terrorist suspect dreams security threatened kantatar visually engaging luxuriating lush locales filmed director bappaditya bandhopadhay relies satire social comment tell story exploring ongoing conflict borders india bangladesh modern india portrayed great impact insight,213,0.14907407407407408,0.4152116402116402,0.6948356807511737,6.938967136150235,148,0.431924882629108,0.215962441314554,0.1643192488262911,7,92.3,0.09777478289947857,0.9022252171005215
British,Henry Cass,peter robinson falls love naïve country girl fay worldly wealthy alreadymarried joan lives joans husband parents house however one day peters parents unexpectedly return holiday hell breaks loose,28,0.2557692307692308,0.7173076923076923,0.9642857142857143,6.0,27,0.21428571428571427,0.10714285714285714,0.10714285714285714,4,15.4,0.1255841916742533,0.8744158083257466
Tamil,R. K. Vidhyadaran,young boy saravanan killed rowdy aspiring politician dhanasekaransayaji shinde distraught mothervinaya prasad ready kill stopped man mani shankarvijayakumar promises son reincarnated meet 30 years hence condition mother must remain inside vaitheeswaran temple praying reunited son 30 years later wait catches attention public curious see saravanan shows drbalasarathkumar belief reincarnation wishes treat dhanasekharan politician eyeing cm seat knows saravanans arrival could derail plans armed computergenerated photo saravanan would look like dhanasekharan bala go looking bala realises indeed reincarnation saravanan happens next froms climax story1,83,-0.075,0.37083333333333335,0.8795180722891566,6.879518072289157,73,0.2891566265060241,0.25301204819277107,0.0963855421686747,7,39.2,0.09872236935477739,0.9012776306452226
American,Roger Corman,tribe primitive humans lives barren rocky wasteland struggle survival despite lush plantfilled land side nearby river refuse cross river law evolved ancient tale warning god lurking brings death single touch young man tribe challenges law eventually followed male members tribe fearfully cross river order bring back soon encounter terrible god large horribly burned strangely humanlike creature despite young mans peace overture god another tribal member fear lays trap stones creature death large rock young man shoots kills tribesman one arrows others gather around dead god discover creature actually much older man long white hair wearing kind strange unknown outer garment fearful hood find another strange thing old mans possession puzzled flat thick object opens contains mysterious markings vivid black white gray images show even stranger human world unknown surprising denouement provided ancient man death truth revealed voiceover tribesmen page book actually survivor longago nuclear holocaust forced live decades inside ragged discolored bulky radiation suit implied covered deadly radioactive fallout ancient man wandered land decades primitive remnants devastated human race slowly increased numbers frightening outer appearance caused fear shun final cautionary question asked voiceover old man humanity someday repeat nuclear folly civilization risen former heights,194,-0.060616128057988515,0.39158361018826127,0.7989690721649485,6.134020618556701,155,0.3402061855670103,0.19072164948453607,0.26804123711340205,4,80.1,0.08857089698770375,0.9114291030122963
American,Jordan Galland,plot follows misadventures fridge underappreciated superhero time superheroes lost government funding public support synopsis interview magazine alter egos inhabits fantasy world superheroes dime dozen powers lead supers fridge kris lemche cthru joey kern well practice good long follow guidelines least quite obviously parody parodies flips superhero genre head like superman fridge dorky human clothes unlike superman keep identity wrapsmore like uses superhero garb explore different facets personality evidenced title somewhere along storyline must tackle fact girlfriend loves superhero identity unmasked self naturally face nemesis man killed mom dadalthough really doesnt want to3,92,0.045,0.3266666666666667,0.9021739130434783,6.478260869565218,83,0.46236559139784944,0.1935483870967742,0.08602150537634409,4,42.7,0.1069058336788431,0.8930941663211569
British,John Paddy Carstairs,eightyearold son tony anthony lang draws horse fathers office wall complete reproductive organs surgeon father cecil parker psychiatrist mother anne crawford come blows deal boys behaviour father favours discipline beating child mother wants spare rod reward tony freely expressing resulting marital bust causes wife leave parents home thence dieppe,49,0.23333333333333336,0.43333333333333335,0.9387755102040817,6.142857142857143,46,0.3673469387755102,0.20408163265306123,0.12244897959183673,2,23.6,0.11477003129675556,0.8852299687032444
American,Deran Sarafian,vlad tepes prince darkness resurfaces los angeles new look new life new love new life comes old nemesis waited eternity settle score,22,0.19090909090909092,0.43636363636363634,0.8181818181818182,5.045454545454546,18,0.45454545454545453,0.22727272727272727,0.22727272727272727,1,10.7,0.1760271428940661,0.8239728571059339
Australian,Yoram Gross,dot joins santa claus tour world see everyone celebrate christmas different ways search long lost beloved joey,17,0.21666666666666665,0.6666666666666666,1.0,5.529411764705882,17,0.29411764705882354,0.23529411764705882,0.11764705882352941,2,8.7,0.16801993490320602,0.831980065096794
American,"Dario Argento, George A. Romero",jessica valdemar attractive 40yearold woman rides taxi downtown pittsburgh office steven pike elderly husbands lawyer paperwork mr pikes approval pike sees jessicas 65yearold husband named ernest valdemar dying unnamed terminal illness liquidating number assets cash suspects jessica undue influence jessica denies allegations negative influence husband pike makes phone call house talk ernest valdemar speaks phone weak coherent voice explaining decision let jessica take control money assets personal signature written documents pike reluctantly agrees let jessica access money warns anything happen mr valdemar within next three weeks transfer estate jessica finalized investigated authorities jessica returns home ernest valdemars large suburban mansion meets dr robert hoffman revealed jessica conspiring cheat terminally ill mr valdemar estate hypnotizing wish deathbed jessica doesnt like procedure robert wants done used romance jessica wants run acquire 3 million assets next day jessica goes bank withdraws 300000 stores safe robert sees mr valdemar goes cardiac arrest dies another hypnosis spell wanting reveal death yet robert jessica carry body basement hide freezer night jessica becomes frightened hears moaning coming basement tries wake robert put hypnoticinduced slumber help sleep next morning jessica robert wake also hear noises coming basement upon checking body hear ernest valdemars voice coming still body claiming soul alive trapped dark void living dead hypnosis valdemar tells sees others dark void looking jessica goes make sense situation returns find robert talking mr valdemars undead corpse tells others vengeful spirits trapped realm want use enter world valdemar tells robert wake free hypnotic state panic jessica shoots valdemars corpse wants bury body skip town money robert heads outside dig hole bury body jessica goes back cellar find valdemars body rising freezer walking towards saying control others use jessica shoots keeps coming robert enters house hears gunshots sees jessica valdemar struggling balcony undead walking cadaver shoots jessica head falls balcony dead robert finally tells valdemar hes going wake free hypnosis counting five valdemar tells robert late wake without body conduit others cannot return realm theyre exclaims valdemar finally falls dead robert steals cash jessica stored safe flees house robert goes back apartment downtown pittsburgh puts hypnotic sleep shortly ghostly others enter apartment kill shoving hypnotic digital counter chest ghosts form one large masslike mist enter roberts dead body several days later police led detective grogan arrive roberts apartment answer complaints strange smell constant moaning coming apartment grogan finds apartment ransacked stolen cash scattered everywhere horribly decomposed body robert control others appears attacks grogan telling nobody wake trapped forever rod usher makes entrance building decorated abject remains dismantled corpses naked woman lies bound table sliced two huge pendulumlike blade rod professional crime scene photographer puts still lifes art talent ensures frequently called upon local authoritiesled detective legrandto document horrors baroque crime scenes apparently commonplace pittsburgh rod lives arriving home semifancy row house rod works darkroom basement developing photos work interrupted appearance mysterious black cat apparently adopted livein girlfriend annabel rod annabels relationship uncomfortably distant annabel delicate sensitive somewhat ethereal rod rough burly brutish man seem home gritty hyperreality crime scenes annabels talk witches superstition annabel contrast rod professional violinist gives private lessons local high school students show house school classes even takes excursions local opera houses watch arts life next several days strong antipathy grows rod mysterious cat situation worsened annabels excessive protection driven distraction cats apparent hatred rod eventually strangles photo shoot set cat center attention rod uses photos strangling cat post cover newest photography book titled metropolitan horrors lurid collection revolting pictures annabel begins guess truth happened pet couple embarks series violent arguments one ends rod falling alcoholinduced sleep nightmare participating medieval pagan festival executed murder cat one day annabel finally spots book shop window strangled body muchloved cat front cover immediately goes home makes plans leave rod moment local bar drinking heavily rod becomes unnerved barmaid eleanora gives stray black cat identical annabels cat rod notices inky feline identical white marking chest obscure white patch seems resemble shape gallows rod brings cat home sets kill feline annabel intervenes comes cats rescue causing confrontation ends gruesome gory death rod hacks death meat cleaver shaking suspicious next door neighbor landlord mr pym arrives hearing argument rod assures nothing wrong confident escape detection rod conceals body behind wall house invents story explain annabels disappearance music students betty christian show next day violin lessons confrontation christian expresses doubt suspicion rod story annabel leaving confides mr mrs pym suspicions rod might killed annabel annabels friend new york keeps phoning house ask whereabouts rod becomes increasingly trapped increasing elaborate web lies situation exacerbated yet another appearance black cat behind wall time rod ensures death slicing two saw disposes garbage dump next day detective legrand arrives partner question rod annabels whereabouts despite stern questioning rod fazed questions looking around house detectives leave immediately come back eerie distorted mewing sound heard echoing though one walls rod handcuffed fake wall put torn crime scene gruesomely revealed ever troublesome feline given birth annabels tomb offspring feasting remains mistress outdone rod grabs pickaxe legrands partner seconds kills policemen handcuffed panic rod tries make escape neighbors show hearing commotion pounding front door rod attempts flee house climbing second floor window using rope tie around tree backyard plan fails gets tangled rope slips rope tightening around neck asfixiating killing black cat makes final appearance stares fate rod coming,877,-0.051746650175221606,0.4022383013811586,0.6237172177879133,6.149372862029646,547,0.35754824063564133,0.24971623155505107,0.11804767309875142,73,346.5,0.08633238365408498,0.9136676163459151
American,Donald Crisp,described film magazine5 george macfarland reid makes bet two friends committed forgery able elude officers law one year friends thorough find easy matter getting around town finally goes small town west lives unmolested eleven months hunting expedition meets dolly kamman little daughter sheriff kamman beery takes george meet father dolly fallen love georges photograph somewhat privileged prisoner day bet george hears friends drowned sure sent sing sing arrival boys however changes things addition set free george wins dolly,78,0.20958333333333332,0.5947222222222223,0.8589743589743589,5.794871794871795,67,0.3333333333333333,0.24358974358974358,0.07692307692307693,5,33.7,0.17335587745300327,0.8266441225469967
American,Roy William Neill,1849 joaquin murietta buck jones determined track three men black kelly otto hoffman ike mason edward peil sr al goss walter percival lynched brother black shadow robs rich gives poor romances new school teacher helen lake dorothy revier2,38,-0.044393939393939395,0.5342424242424243,0.9736842105263158,5.2894736842105265,37,0.21052631578947367,0.07894736842105263,0.13157894736842105,7,16.9,0.14511866838503285,0.8548813316149672
British,Don Boyd,film set south east asia 1948 unnamed british colony embassy secretary nash affair native woman takes mistress wife plantation owner fateful fatal consequences,23,0.0,0.0,1.0,5.956521739130435,23,0.391304347826087,0.08695652173913043,0.21739130434782608,3,13.4,0.1616841462056118,0.8383158537943882
Bollywood,Chetan Anand,film begins mahendru balraj sahni widowed police officer young daughter chanda chandas best friend rekha suman sikand daughter prostitute rekha stays chandas house rekhas mother accidentally kills someone effort stop pimp jeevan carrying rekha prostitution well sent prison begs mahendru reveal rekha anything life working girl mahendru promises protect raise child daughter pimp jeevan attempts kidnap rekha goons mistakenly kidnap chanda realizes error decides make best bad situation asking mahendru large ransom mahendru borrows ransom money friend pimp deceives delivers girl madam nadira many years later find cab driver somesh navin nischol driving chanda priya rajvansh clients somesh neerdowell scion rich family falling father refuses marry rekha police officers daughter leaves wealthy home lifestyle become cabdriver chanda somesh fall love chanda eventually realizes really mahendrus daughter leads assume daughters duty trying convince somesh marry rekha sister turning alcoholic effort prove essential wantonness somesh understand intention refuses live life according ideals filial responsibility later pimp kidnaps chanda informs mahendru daughter captivity tries blackmail release chanda however mahendru refuses give attacks jivans camp police force chanda dies rescue operation dying father mahendrus arms chanda asks somesh marry rekha,186,0.21722808441558444,0.42782738095238093,0.7150537634408602,6.295698924731183,133,0.3225806451612903,0.22580645161290322,0.08602150537634409,15,79.4,0.07566595396922904,0.924334046030771
American,Earl Bellamy,wave unsolved car thefts insurance company calls private investigator pete novick joe baker solve case chief police isnt thrilled outsider come show men one officers former girlfriend novicks whos willing help way long convoluted investigation false leads psychics mafia novick last unravels identity thief,44,0.05714285714285712,0.4130952380952381,0.9772727272727273,5.9772727272727275,43,0.41304347826086957,0.13043478260869565,0.15217391304347827,2,21.6,0.11717378028437399,0.882826219715626
Bengali,Riingo Banerjee,jeet jeet student whose family consisting parents elder sister devashree locket chatterjee migrated city since arrival struggle amongst crowd exist people city fear vishnu ashish vidyarthi local younger brother deva rishi kaushik studies college jeet devas gang college biggest troublemakers tease girls pass bad comments jeet tries handle situation clashes devas gang number times beats gang members retaliation vishnus goons start attacking family members friends one day spot devashree road assaults rape one one public also kill intimate college friend iqbal biswanath basu finally kill father bodhisatwa majumdar helpless heartbroken jeet left nothing strong desire punish wrongdoers becomes determined kill vishnu end jeet successful killing deva vishnu thus fulfilling revenge,110,0.05833333333333335,0.4416666666666667,0.8090909090909091,6.127272727272727,89,0.43636363636363634,0.18181818181818182,0.1,4,47.4,0.09377130005390005,0.9062286999461
American,"Fred C. Newmeyer, Sam Taylor",film opens 1922 harold lloyd character name actor behind bars mother girlfriend mildred consoling somber official priest show three walk toward looks like noose becomes obvious train station noose actually trackside pickup hoop used train crews receive orders without stopping bars merely ticket barrier promises send girlfriend get married made good big city gets job salesclerk de vore department store pull various stunts get trouble picky arrogantly selfimportant head floorwalker mr stubbs shares rented room pal limpy bill construction worker harold finishes shift sees old friend hometown policeman walking beat leaves bill shows bragging bill supposed influence police department persuades bill knock policeman backwards man using callbox bill knocks wrong policeman escape climbs façade building policeman tries follow cannot get past first floor frustration shouts bill youll time first time lay eyes ill pinch meanwhile harold hiding lack success sending girlfriend expensive presents cannot really afford mistakenly thinks successful enough support family mothers encouragement takes train join embarrassment pretend general manager even succeeding impersonating get back stubbs going retrieve purse mildred left managers office overhears real general manager say would give 1000 anyone could attract people store remembers bills talent pitches idea man climb 12story bolton building de vores occupies gets bill agree offering 500 stunt highly publicized large crowd gathers next day drunkard shows law policeman pushed newspaper story event lawman suspects bill going climber waits starting point despite harolds frantic efforts get leave finally unable wait longer bill suggests harold climb first story switch hat coat bill continue harold starts policeman spots bill chases building every time harold tries switch places bill policeman appears chases bill away time bill tells friend meet next floor eventually harold reaches top despite troubles clock hungry pigeons kisses girl,287,0.01468487394957983,0.3902521008403361,0.7804878048780488,5.954703832752613,224,0.4517241379310345,0.22758620689655173,0.11379310344827587,11,115.2,0.41423577477315865,0.5857642252268412
American,Tony Richardson,1962 major hank marshall tommy lee jones wife carly jessica lange marital problems pressures job mental illness hank nuclear engineer favors underground nuclear testing initiative codenamed blue sky opposed aboveground openair detonations carly free spirit appears mentally unbalanced slowly suffocated domestic torpor encroaching age behavior embarrasses especially given restrictions prevail within military base move hawaii isolated base alabama alarms oldest daughter alex amy locane sends carly violent tantrum following day hank first meeting base commander colonel vince johnson powers boothe rebuffs underground testing initiative despite strong scientific support meanwhile vinces wife vera carrie snodgress welcomes carly invites party organized base officers wives carly gets drunk party demonstrates exotic dancing skills vera begs husband something vince agrees says hell get hank way first alex starts dating vinces son glen chris odonnell first date finds takes dud grenade explodes alerting whole base relationship giving vince reason get rid hank carly invited officers wives join dance recital fills time rehearsing hank sent nevada test site supervise first underground test lieutenant colonel robert jennings michael mcclendon first test hank notices two cowboys test area attempts robert abort test robert refuses explicitly telling hank concerned cowboys health lives sends hank back alabama hank away alex glen discover vince sent hank away could affair carly hank learns affair dance recital reacts violently given two options wife commanding officer courtmartialed spend time psychiatric hospital receiving therapy news affected debating decision quickly comes light court martial would require bringing incident cowboys public hank eventually committed hospital hospital keeps heavily sedated unable leave carly suspecting reason digs hanks papers finds report two cowboys drives across country daughters finds cowboys visible radiation sickness begs bring story press cowboys refuse steals one horses rides test site intent repeating experience get attention press arrested gets attention press robert forced let hank go returns home find hank waiting quit morning vince relieved duties hank tells found new job california family happily moves,319,-0.08845749158249158,0.5339225589225589,0.7241379310344828,6.1191222570532915,231,0.3322884012539185,0.2476489028213166,0.09090909090909091,24,130.1,0.07760719055922057,0.9223928094407794
American,Roger Corman,2031 dr buchanan team work develop ultimate weapon energy beam completely remove whatever aimed buchanan hopes create weapon powerful end war added benefit impact environment unfortunately prototype unpredictable side effects creating erratic global weather patterns rifts space time caused people vanish drives home testing facility buchanan caught one rift buchanan futuristic computercontrolled car reappear switzerland 1817 village meets victor frankenstein men discuss science dinner revealed frankensteins young brother killed trial determine guilt innocence boys nanny suspected murder several villagers claim seen monster woods suggest killer buchanan observes trial becomes interested young woman taking notes turns mary shelley author frankenstein novel shelley gives credence talk monsters judge nanny found guilty sentenced die gallows buchanan knows monster killed child implores frankenstein come forward reveal truth frankenstein refuses buchanan asks shelley help telling future attracted mary fearing know much future destiny chooses become involved buchanan drives car frankensteins workshop finds doctor discussion monster monster killed frankensteins fiance saying mate made would deprive frankenstein frankenstein asks buchanan use knowledge electricity assist resurrecting dead woman buchanan instructs monster run cables weather vane roof monster distracted buchanan reroutes electrical cables begin powering prototype laser car lightning strikes tower battery laser begins charge corpse table begins move moment woman restored life buchanans energy beam fully charged fires castle destroyed laser opens another spacetime rift sending buchanan frankenstein two monsters far future land snowy mountain sign civilization frankenstein monster try entice woman force frankenstein shoot kill enraged monster kills frankenstein trudges snowstorm buchanan follows hoping kill monster reaches city kills eventually monster cornered cave filled computers machines buchanan enters machines chirp life voice says welcome back dr buchanan monster tells buchanan cave central brain nearby city last one remaining world devastated buchanans ultimate weapon buchanan engages security devices monster burned death lasers buchanan makes way nearby city snow walks monsters voice heard saying cannot truly killed unbound,309,-0.0006410256410256281,0.4458333333333334,0.7281553398058253,6.527508090614886,225,0.45483870967741935,0.2838709677419355,0.08709677419354839,12,125.0,0.06762092255486711,0.9323790774451329
British,Charles Crichton,residents village titfield rely railway branch line commute work transport produce market shocked government announces line closed local vicar railway enthusiast sam weech george relph suggests run locally village squire gordon chesterford john gregson persuade wealthy walter valentine stanley holloway provide financial backing telling legally operate bar train running wait local pub open bitterly opposed bus operators alec pearce ewan roberts vernon crump jack macgowran lines supporters persuade ministry transport grant months trial period inspection end dan taylor hugh griffith retired track layer knows run engine joins venture maiden run crump pearce try block crossing first lorry passing steam roller operated harry hawkins sid james steam locomotive powerful pushes track next day crump pearce persuade irate hawkins shoot holes water tower passengers form bucket brigade refill engine nearby river night inspection hawkins crump pearce sabotage line using steamroller tow unguarded engine coach gradient runs track village solicitor blakeworth mistakenly blamed arrested taylor valentine get drunk together borrow engine mallingford yards mistakenly driving along towns main street running large oak tree arrested usable engine weech decides get antique thunderbolt museum also commandeer dan taylors home old railway carriage body hastily strapped flat wagon impromptu train completed brake van guard use taylors arrest weech left without fireman fortunately weechs friend fellow railway devotee ollie matthews godfrey tearle bishop welchester comes visit willingly steps lend hand meanwhile pierce crump see thunderbolt road distracted run bus police van carrying taylor valentine gaol pierce panics confesses train wrecking two also arrested train start run police demand carried mallingford four prisoners ministry inspector john rudling refuses adjust starting time delay weech chesterford improvised means connecting engine rest train using length rope braking test line rope snaps thunderbolt leaves rest train behind several villagers manage quietly push carriages meet engine water tower inspector none wiser joan hampton gabrielle brune promises marry hawkins get lend chain rollers steering mechanism replace broken rope many delays train pulls mallingford station nearly ten minutes late villagers think prove downfall turns faster would exceeded speed limit light railways instead line passes inspection clearing way light railway order made permanent,347,0.03456101190476191,0.37511160714285713,0.7636887608069164,6.1469740634005765,265,0.43804034582132567,0.2132564841498559,0.08069164265129683,25,139.8,0.07808163660533789,0.921918363394662
Bollywood,Abhinav Kashyap,chulbul pandey young boy lives younger halfbrother makhanchan makkhi pandey stepfather prajapati pandey vinod khanna mother naina devi dimple kapadia laalgunj uttar pradesh troubled relationship stepfather makkhi 21 years chulbul salman khan becomes policeman chulbul calls robin hood pandey lives family makkhi arbaaz khan love nirmala mahi gill whose father masterji tinu anand opposes relationship chulbul falls love girl named rajjo sonakshi sinha meets police encounter corrupt political leader named chedi singh sonu sood meets chulbul quickly become enemies makkhi asks father arrange marriage nirmala father refuses needs money repay loans took make factory believes acquire money son marrying rich girl desperate need money makkhi steals chulbuls cupboard gives stolen cash nirmalas father hoping permit makkhi marry nirmala meanwhile chulbul meets rajjo proposes marriage rejects take care father haria mahesh manjrekara drunkard chulbul comes home find mother dead goes stepfather make peace family left stepfather refuses despises outcast makkhi invites chulbul marriage nirmala chulbul convinces rajjos father marry rajjos father commits suicide knows daughter marry anyone alive chulbul takes rajjo makkhis exuberant wedding realising makkhi stolen money finance wedding chulbul marries rajjo impromptu ceremony nirmalas father feels disgraced cancels daughters wedding makkhi beats one workers factory due small mishap worker goes police station mother file complaint chulbul beats makkhi public disgrace chedi takes advantage situation takes makkhi along father police station makkhis father resolves situation accepting apology chulbul chulbul meets dayal babu anupam kher local political leader also dislikes chedi help chulbul adulterates breweries chedi wrongly frames take revenge chedi burns makkhis factory makkhis father suffers heart attack due shock hospitalised makkhi goes chedi seek help without knowing chedi burnt factory chedi agrees finance fathers treatment delivers crate mangoes dayal babus house unknown makkhi bomb inside crate explodes leaves killing dayal babu chedi gives makkhi task kill chulbul makkhi accepts confesses chulbul reveals chulbul chedi made plant bomb unknowingly chulbul forgives reconciles stepfather makkhi reveals chulbul chedi killed mother enraged chulbul suffocates chedi death later chulbul gets makkhi married nirmala presence father rajjo reveals pregnant,335,-0.05208333333333335,0.43273809523809526,0.6119402985074627,6.232835820895523,205,0.3373134328358209,0.2417910447761194,0.0626865671641791,11,136.3,0.06950536974780311,0.9304946302521969
British,Don Sharp,17th century lanier family buried whitlock woman alive witch took whitlock estate bitter hatred lanier family continues present however two descendants amy whitlock diane clare todd lanier david weston fall love plan marry regardless families objections laniers headed bill lanier jack hedley building developers part old whitlock estate without knowledge following instructions lanier manager myles forrester barry linehan bulldozer overturns headstones churns graves old whitlock cemetery night quiet exhumed grave opens vanessa whitlock yvette rees witch buried centuries ago rises grave together morgan whitlock lon chaney jr use witchcraft one one laniers meet various fatal accidents tracy lanier jill dixon follows future sisterinlaw amy whitlock family crypt see risen vanessa witches conducting black magic rites tracy captured either trance drugged tied used human sacrifice looking tracy bill todd go whitlock crypt find rescue tracy todd returns crypt entrance looks inside amy participating rituals family father moves make todd new human sacrifice pushed past breaking point tips giant burning dish sets witch entire place fire todd tries reach amy entire crypt turned raging inferno screaming name watch flames consume everything later broken todd joins family outside watches whitlock estate burn ground ending 300yearold nightmare,193,0.018247694334650847,0.36505270092226616,0.7616580310880829,5.984455958549223,147,0.40414507772020725,0.20725388601036268,0.13989637305699482,13,79.7,0.16021537651156334,0.8397846234884366
Australian,Jim Loach,film based true story margaret humphreys social worker nottingham uncovered scandal home children3 scheme forcibly relocating poor children united kingdom australia canada4 margaret reunites estranged families situated australia uk brings worldwide attention cause deported children promised oranges sunshine got hard labour life institutions keaney college bindoon western australia5 many given congregation christian brothers repeatedly raped6,55,0.08645833333333333,0.4197916666666667,0.9454545454545454,7.109090909090909,52,0.32727272727272727,0.18181818181818182,0.16363636363636364,9,28.3,0.13122524571462396,0.868774754285376
American,"Clyde Geronimi, Wilfred Jackson",christmas morning 1909 quaint midwestern town jim dear gives wife darling american cocker spaniel puppy names lady lady enjoys happy life couple befriends two local neighborhood dogs jock scottish terrier trusty bloodhound meanwhile across town stray mongrel called tramp lives dining scraps tonys italian restaurant protecting fellow strays peg pekingese bull bulldog local dogcatcher one day lady saddened owners begin treating rather coldly jock trusty visit determine change behavior due darling expecting baby jock trusty try explain baby tramp interrupts conversation offers thoughts matter making jock trusty take immediate dislike stray order yard tramp leaves reminds lady baby moves dog moves eventually baby arrives couple introduces lady infant lady grows fond soon jim dear darling leave trip aunt sarah looking baby house aunt sarahs two troublemaking siamese cats si deliberately mess house trick thinking lady attacked aunt sarah takes lady pet shop get muzzle terrifed lady flees pursued trio stray dogs tramp rescues fighting vicious strays finds beaver local zoo remove muzzle later tramp shows lady lives footloose collarfree eventually leading candlelit dinner tonys lady begins fall love tramp chooses return home order watch baby tramp offers escort lady back home tramp decides chase hens around farmyard fun lady captured dog catcher brought local dog pound pound dogs including peg bull caught reveal lady tramp previously multiple girlfriends feel unlikely ever settle lady eventually claimed aunt sarah chains backyard punishment running away jock trusty visit comfort lady tramp arrives apologize lady angrily confronts past girlfriends failure rescue pound tramp sadly leaves immediately thereafter rat sneaks house lady sees rat barks frantically aunt sarah tells quiet tramp hears barking rushes back entering house cornering rat nursery lady breaks free rushes nursery tramp inadvertently knocks babys crib ultimately killing rat commotion alerts aunt sarah sees dogs room thinks trying harm baby pushes tramp closet locks lady basement calls pound take tramp away jim dear darling return home dog catcher departs release lady leads dead rat overhearing everything jock trusty chase dog catchers wagon dogs able track wagon scare horses causing wagon crash jim dear arrives taxi lady reunites tramp joy shortlived find trusty pinned underneath wagons wheel motionless jock howling mournfully christmas tramp adopted family lady started family three daughters look like lady son looks similar tramp jock comes see family along trusty still alive merely suffered broken leg still healing thanks puppies trusty fresh audience old stories grandpappy old reliable forgotten,400,-0.02017543859649122,0.35679824561403506,0.6525,5.755,261,0.4625,0.2275,0.095,19,159.3,0.12502854688196913,0.8749714531180308
